13,불필요한 SUID SGID 점검,중요 파일들중 SUID 혹은 SGID가 설정되있는지 점검,중요 파일들에 SUID 혹은 SGID가 설정되어 있지 않은 경우,중요 파일들에 SUID 혹은 SGID가 설정되어 있는 경우,N/A
14,사용자 환경파일 소유자 및 권한 점검,홈 디렉터리 내의 환경변수 파일에 대해 소유자와 권한이 적절히 설정되어 있는지 점검, 사용자의 홈 디렉터리에 존재하는 환경변수 파일들의 권한이 모두 644 이하이고 소유자가 본인 혹은 root인 경우, 사용자의 홈 디렉터리에 존재하는 환경변수 파일들중 권한이 644초과 혹은 소유자가 본인 혹은 root이외의 계정인 파일이 1개 이상인 경우, N/A
15,world writable 파일 점검,가상 파일을 제외하고 other에 쓰기권한이 있는 파일인 world writable 파일이 존재하는지 점검,가상 파일을 제외하고 world writable 파일이 존재하지 않음,가상 파일을 제외하고 world writable 파일이 존재함,N/A
16,/dev에 존재하지 않는 device 파일 점검,/dev에 파일 타입의 데이터가 있는지 확인하고 major minor number를 가지지 않는 device 파일이 존재하는지 점검, /dev에 파일 타입의 데이터가 존재하지 않고 major minor number를 가지지 않는 device 파일이 존재하지 않음,/dev에 파일 타입의 데이터가 존재하거나 major minor number를 가지지 않는 device 파일이 존재함,N/A  
17,접속 IP 및 포트 제한, 접속을 허용할 호스트 및 포트를 설정해놨는지 점검,/etc/hosts.allow 파일에 ALL:ALL 설정이 없고 /etc/hosts.deny 파일에 ALL:ALL 설정이 있을 경우,#/etc/hosts.deny 파일에 ALL:ALL 설정이 없거나 /etc/hosts.allow 파일에 ALL:ALL 설정이 있을 경우,/etc/hosts.deny 파일이 존재하지 않을 경우
18,finger서비스 활성화 유무 점검,사용하지 않는 finger서비스를 비활성화 했는지 점검,finger서비스가 비활성화 되어있는 경우, finger서비스가 활성화 되어있는 경우,N/A
19,FTP 계정 유무 점검, FTP계정이 존재하는지 점검,/etc/passwd 파일에 ftp계정이 등록되어 있지 않은 경우,/etc/passwd 파일에 ftp계정이 등록되어 있는 경우,N/A
20,r 계열 서비스 비활성화 점검,불필요한 r계열 서비스가 비활성화 되어 있는지 점검,불필요한 r계열 서비스가 비활성화 되어 있는 경우,불필요한 r계열 서비스가 활성화 되어 있는 경우,N/A
21,crond 파일 소유자 및 권한 설정,cron관련 파일들의 권한 및 소유자를 점검,모든 cron관련 파일들의 권한이 640이하이고 소유자가 root일 경우,권한이 640 초과이거나 소유자가 root가 아닌 cron관련 파일이 존재할 경우,N/A
22,DoS 공격에 취약한 서비스 비활성화,ntp discard와 같은 Dos공격에 취약한 서비스들을 비활성화 했는지 점검,Dos공격에 취약한 7개 서비스에 대해 inactive상태일떄, active상태인 서비스가 1개 이상일때,N/A
23,NFS 서비스 점검,불필요한 NFS 서비스가 동작중인지 점검,불필요한 NFS 서비스들이 모두 비활성화 상태일때, 불필요한 NFS 서비스가 실행중일때,N/A
24,NFS 접근 권한 확인,NFS 사용시 허가된 사용자만 접근 가능하게 설정했는지 점검,접근 권한에 everyone이 포함되어 있지 않은 경우, 접근 권한에 everyone이 포함되어 있는 경우, /etc/exports 파일이 존재하지 않을 경우
25,automountd 서비스 점검,취약점이 존재하는 automountd 서비스를 비활성화 했는지 점검, automount 서비스를 비활성화 한 경우, automount 서비스가 동작중인 경우,N/A 
26,RPC 서비스 점검,불필요한 RPC 서비스가 동작중인지 점검,불필요한 RPC 서비스들이 모두 비활성화 상태일때, 불필요한 RPC 서비스가 실행중일때,N/A
27,NIS NIS+ 점검,불필요한 NIS 서비스가 동작중인지 점검,불필요한 NIS 서비스들이 모두 비활성화 상태일때, 불필요한 NIS 서비스가 실행중일때,N/A
28,tftp talk 서비스 점검,불필요한 tftp talk 서비스가 동작중인지 점검,불필요한 tftp talk 서비스들이 모두 비활성화 상태일때, 불필요한 tftp talk 서비스가 실행중일때,N/A
29,스팸 메일 릴레이 제한,SMTP 서버의 릴레이 기능 제한 여부 점검,sendmail 서비스를 사용중이 아니거나 스팸 메일 릴레이 제한이 설정된 상태인 경우,스팸 메일 릴레이 제한이 설정되있지 않은 경우,/etc/mail/sendmail.cf 파일이 존재하지 않을 경우
30,일반사용자의 Sendmail 실행 방지,SMTP 서비스 사용 시 일반사용자의 q 옵션 제한 여부 점검,SMTP 서비스 미사용 또는 일반 사용자의 Sendmail 실행 방지가 설정된 경우,SMTP 서비스 사용 및 일반 사용자의 Sendmail 실행 방지가 설정되어 있지 않은 경우,/etc/mail/sendmail.cf 파일이 존재하지 않을 경우
31,DNS Zone Transfer 점검,허가된 사용자에게만 Zone Transfer이 설정되었는지 점검,DNS 서비스 미사용 또는 Zone Transfer를 허가된 사용자에게만 허용한 경우,DNS 서비스를 사용하며 Zone Transfer를 모든 사용자에게 허용한 경우,/etc/named.conf 파일이 존재하지 않을 경우
32,웹서비스 디렉토리 리스팅 점검,외부에서 웹서버 내의 디렉토리 정보를 볼 수 있는 웹서비스 디렉토리 리스팅 기능이 제한되어 있는지 점검,웹서비스 디렉토리 리스팅 기능이 제한된 상태, 웹서비스 디렉토리 리스팅이 가능한 상태,/etc/httpd/conf/httpd.conf 파일이 존재하지 않을 경우
33,웹서비스 웹 프로세스 권한 제한,Apache 데몬이 root 권한으로 구동되는지 여부 점검,Apache 데몬이 유저 그룹 모두 root 이외의 권한으로 구동중일 경우,Apache 데몬이  root 권한으로 구동중일 경우,/etc/httpd/conf/httpd.conf 파일이 존재하지 않을 경우
34,웹서비스 상위 경로 이동 가능 여부 점검,“..” 와 같은 문자 사용 등으로 상위 경로로 이동이 가능한지 여부 점검,상위 디렉터리에 이동제한을 설정한 경우,상위 디렉터리에 이동제한을 설정하지 않은 경우,/etc/httpd/conf/httpd.conf 파일이 존재하지 않을 경우
35,웹서비스 불필요한 파일 존재 여부 점검,Apache 설치 시 기본으로 생성되는 불필요한 파일의 삭제 여부 점검,/usr/share/httpd/htdocs/manual 랑 /usr/share/httpd/manual 두 디렉터리 모두 존재하지 않을 경우, /usr/share/httpd/htdocs/manual 랑 /usr/share/httpd/manual 두 디렉터리 중 하나라도 존재할 경우,N/A
36,웹서비스 링크 사용금지 점검,심볼릭 링크와 aliases 사용 제한 여부 점검,심볼릭 링크와 aliases 사용이 제한된 상태,심볼릭 링크와 aliases 사용이 가능한 상태,/etc/httpd/conf/httpd.conf 파일이 존재하지 않을 경우
37,웹서비스 파일 업로드 및 다운로드 제한,파일 업로드 및 다운로드의 사이즈 제한 여부 점검,파일 업로드 및 다운로드를 5M 이하로 제한한 경우,파일 업로드 및 다운로드를 제한하지 않은 경우,파일 업로드 및 다운로드를 5M 초과로 제한했거나 /etc/httpd/conf/httpd.conf 설정파일이 존재하지 않을 경우
38,웹서비스 영역의 분리,웹 서버의 루트 디렉터리와 OS의 루트 디렉터리를 다르게 지정하였는지 점검,DocumentRoot를 기본경로가 아닌 별도의 디렉터리로 지정한 경우,DocumentRoot를 기본 디렉터리로 지정한 경우,/etc/httpd/conf/httpd.conf 파일이 존재하지 않을 경우
