[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 259 3 1 b'\x01\x00\x00\x00' b''
[ERROR] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 117: Output path /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmp4cbh43z2/invalid_output is not a directory.
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 76: Starting segmentation of: ref_norm; using model: model; Parameters: tile_size: (256, 256), normalization: False, inversion: False, plot_results: False
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 467: Model input size: [1, 3, 224, 224]
[ERROR] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 141: Error converting model /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmparn9_rpe/model.onnx: [Errno 2] No such file or directory: '/Users/moritz.lokal/Desktop/CuBATS/MagicMock/load()/tmp3f4c3617'
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1744: Tiffinfo Keys: []
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 256, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: ImageWidth (256) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 257, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: ImageLength (257) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 258, Type: 3, Value: (8, 8, 8)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: BitsPerSample (258) - type: short (3) - value: (8, 8, 8)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 259, Type: 3, Value: 1
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: Compression (259) - type: short (3) - value: (1,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 262, Type: 3, Value: 2
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: PhotometricInterpretation (262) - type: short (3) - value: (2,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 273, Type: 4, Value: (0,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: StripOffsets (273) - type: long (4) - value: (0,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 277, Type: 3, Value: 3
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: SamplesPerPixel (277) - type: short (3) - value: (3,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 278, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: RowsPerStrip (278) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 279, Type: 4, Value: (786432,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: StripByteCounts (279) - type: long (4) - value: (786432,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 284, Type: 3, Value: 1
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: PlanarConfiguration (284) - type: short (3) - value: (1,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 256 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 257 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 258 3 3 b'\x86\x00\x00\x00' b'\x08\x00\x08\x00\x08\x00'
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 259 3 1 b'\x01\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 262 3 1 b'\x02\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 273 4 1 b'\x8c\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 277 3 1 b'\x03\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 278 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 279 4 1 b'\x00\x00\x0c\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 284 3 1 b'\x01\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1744: Tiffinfo Keys: []
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 256, Type: 4, Value: 32
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: ImageWidth (256) - type: long (4) - value: (32,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 257, Type: 4, Value: 16
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: ImageLength (257) - type: long (4) - value: (16,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 258, Type: 3, Value: (8, 8, 8)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: BitsPerSample (258) - type: short (3) - value: (8, 8, 8)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 259, Type: 3, Value: 1
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: Compression (259) - type: short (3) - value: (1,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 262, Type: 3, Value: 2
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: PhotometricInterpretation (262) - type: short (3) - value: (2,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 273, Type: 4, Value: (0,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: StripOffsets (273) - type: long (4) - value: (0,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 277, Type: 3, Value: 3
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: SamplesPerPixel (277) - type: short (3) - value: (3,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 278, Type: 4, Value: 16
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: RowsPerStrip (278) - type: long (4) - value: (16,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 279, Type: 4, Value: (1536,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: StripByteCounts (279) - type: long (4) - value: (1536,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 284, Type: 3, Value: 1
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: PlanarConfiguration (284) - type: short (3) - value: (1,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 256 4 1 b' \x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 257 4 1 b'\x10\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 258 3 3 b'\x86\x00\x00\x00' b'\x08\x00\x08\x00\x08\x00'
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 259 3 1 b'\x01\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 262 3 1 b'\x02\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 273 4 1 b'\x8c\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 277 3 1 b'\x03\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 278 4 1 b'\x10\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 279 4 1 b'\x00\x06\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 284 3 1 b'\x01\x00\x00\x00' b''
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 228: Starting segmentation for file: /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmp3fql5dlv/valid_wsi_small.tif
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 231: Opened slide file: /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmp3fql5dlv/valid_wsi_small.tif
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 240: Created DeepZoomGenerator
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 265: Processing row 0
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 354: Constructing segmented WSI
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 381: Finished segmentation for file: /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmp3fql5dlv/valid_wsi_small.tif
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 477: Saving segmented WSI to /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmph1jtlm87/segmented_wsi.tif
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 491: Segmented WSI saved to /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmph1jtlm87/segmented_wsi.tif
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1744: Tiffinfo Keys: []
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 256, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: ImageWidth (256) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 257, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: ImageLength (257) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 258, Type: 3, Value: (8, 8, 8)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: BitsPerSample (258) - type: short (3) - value: (8, 8, 8)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 259, Type: 3, Value: 1
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: Compression (259) - type: short (3) - value: (1,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 262, Type: 3, Value: 2
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: PhotometricInterpretation (262) - type: short (3) - value: (2,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 273, Type: 4, Value: (0,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: StripOffsets (273) - type: long (4) - value: (0,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 277, Type: 3, Value: 3
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: SamplesPerPixel (277) - type: short (3) - value: (3,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 278, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: RowsPerStrip (278) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 279, Type: 4, Value: (786432,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: StripByteCounts (279) - type: long (4) - value: (786432,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 284, Type: 3, Value: 1
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: PlanarConfiguration (284) - type: short (3) - value: (1,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 256 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 257 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 258 3 3 b'\x86\x00\x00\x00' b'\x08\x00\x08\x00\x08\x00'
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 259 3 1 b'\x01\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 262 3 1 b'\x02\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 273 4 1 b'\x8c\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 277 3 1 b'\x03\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 278 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 279 4 1 b'\x00\x00\x0c\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 284 3 1 b'\x01\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1744: Tiffinfo Keys: []
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 256, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: ImageWidth (256) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 257, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: ImageLength (257) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 258, Type: 3, Value: (8, 8, 8)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: BitsPerSample (258) - type: short (3) - value: (8, 8, 8)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 259, Type: 3, Value: 1
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: Compression (259) - type: short (3) - value: (1,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 262, Type: 3, Value: 2
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: PhotometricInterpretation (262) - type: short (3) - value: (2,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 273, Type: 4, Value: (0,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: StripOffsets (273) - type: long (4) - value: (0,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 277, Type: 3, Value: 3
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: SamplesPerPixel (277) - type: short (3) - value: (3,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 278, Type: 4, Value: 512
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: RowsPerStrip (278) - type: long (4) - value: (512,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 279, Type: 4, Value: (786432,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: StripByteCounts (279) - type: long (4) - value: (786432,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 979: Tag 284, Type: 3, Value: 1
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 995: save: PlanarConfiguration (284) - type: short (3) - value: (1,)
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 256 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 257 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 258 3 3 b'\x86\x00\x00\x00' b'\x08\x00\x08\x00\x08\x00'
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 259 3 1 b'\x01\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 262 3 1 b'\x02\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 273 4 1 b'\x8c\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 277 3 1 b'\x03\x00\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 278 4 1 b'\x00\x02\x00\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 279 4 1 b'\x00\x00\x0c\x00' b''
[DEBUG] 2025-12-08T09:41:35+0100 | PIL.TiffImagePlugin | L 1024: 284 3 1 b'\x01\x00\x00\x00' b''
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 503: Creating PNG thumbnail for segmented WSI
[ERROR] 2025-12-08T09:41:35+0100 | cubats.slide_collection.segmentation | L 510: Error saving PNG thumbnail: Unsupported or missing image file
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 426: Data and Pickle directories created
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 439: Initializing SlideCollection: Test_Collection
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide | L 151: Slide Pat_ID_AG2 initialized.
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide | L 151: Slide Pat_ID_AG3 initialized.
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide | L 151: Slide Pat_ID_AG4 initialized.
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide | L 151: Slide Pat_ID_AG5 initialized.
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide | L 151: Slide Pat_ID_HE initialized.
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide | L 151: Slide Pat_ID_AG1 initialized.
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 480: Slide collection initialized in 0.02 seconds
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 506: Searching for previous results
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 527: Searching for previous quantification results
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 550: No mask coordinates found for Test_Collection
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 563: No previous quantification results found for Test_Collection
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 568: Searching for previous dual antigen expression results
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 579: No previous dual_antigen_expression results found for Test_Collection
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 584: Searching for previous triplet antigen expression results
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 596: No previous triplet_antigen_expression results found for Test_Collection
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 627: No previous processing info found for slide Pat_ID_AG2
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 627: No previous processing info found for slide Pat_ID_AG3
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 627: No previous processing info found for slide Pat_ID_AG4
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 627: No previous processing info found for slide Pat_ID_AG5
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 627: No previous processing info found for slide Pat_ID_HE
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 627: No previous processing info found for slide Pat_ID_AG1
[INFO] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 632: Finished loading previous results for Test_Collection in                 0.0 seconds
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 410: Initialized SlideCollection with collection_name: Test_Collection, src_dir: /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmpajhr9bhd/test_input, dest_dir: /var/folders/yj/qnq8dnts7px6gcq6bcw01f_m0000gq/T/tmpajhr9bhd/test_output, ref_slide: <cubats.slide_collection.slide.Slide object at 0x15ad23550>, backend: NumPy (CPU)
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG2
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 970: Antigen profile'ag2' added to slide Pat_ID_AG2
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG3
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG3
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 970: Antigen profile'ag3' added to slide Pat_ID_AG3
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG4
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG4
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG4
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG5
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG5
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG5
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 970: Antigen profile'ag1' added to slide Pat_ID_AG1
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG2
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG2
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG3
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG3
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 970: Antigen profile'ag4' added to slide Pat_ID_AG4
[DEBUG] 2025-12-08T09:41:35+0100 | cubats.slide_collection.slide_collection | L 975: No antigen profile found matching slide Pat_ID_AG5
